memory_score,subj_idx,word,emotional,trialnr_enc,pupil_baseline_enc,pupil_dilation_enc,recalled_d1,recalled_d2,trialnr_recog,target_oldnew,recog_oldnew,rt_recog,confidence_recog,rt_confidence_recog,pupil_baseline_recog,pupil_dilation_recog
3,9,167,0,67,NaN,NaN,0,0,120,1,1,1663.15912725327,3,952.397679390742,-0.305846914447467,-0.37920435206946
NaN,9,168,0,NaN,NaN,NaN,NaN,NaN,158,0,0,2836.24243532427,NaN,NaN,-1.37456266899177,1.48953867835275
2,9,169,0,14,NaN,NaN,0,0,25,1,1,2241.59901965982,2,483.171413585865,0.0182409077031927,-0.6152007415881
3,9,170,0,112,NaN,NaN,0,0,152,1,1,1042.40420750762,3,848.043730361496,-1.07563541841942,1.58611146976868
4,9,171,0,1,NaN,NaN,1,1,49,1,1,1523.8420612809,4,2124.54427490582,-0.181415532510984,-0.0396572808876119
NaN,9,172,0,NaN,NaN,NaN,NaN,NaN,230,0,0,3621.58063827974,NaN,NaN,2.9042601832713,-1.81521617637742
NaN,9,173,0,85,NaN,NaN,0,0,70,1,0,1474.82825599832,NaN,NaN,1.00154887670203,-0.203664691188311
NaN,9,174,0,108,NaN,NaN,0,0,73,1,0,1461.96834745638,NaN,NaN,1.01744710686315,-0.195148742450609
NaN,9,175,0,NaN,NaN,NaN,NaN,NaN,159,0,1,2653.55485105738,1,394.90069082558,1.08538756870822,-0.157998025806196
2,9,176,0,107,NaN,NaN,0,0,225,1,1,2455.47006449488,2,910.107673824768,-0.665011820482213,2.16743381820443
NaN,9,177,0,109,NaN,NaN,0,0,193,1,0,1783.93698362515,NaN,NaN,0.806755038923146,-0.638276527104319
NaN,9,178,0,NaN,NaN,NaN,NaN,NaN,175,0,0,1489.36783130193,NaN,NaN,-0.80439740536439,0.329834045600895
NaN,9,179,0,NaN,NaN,NaN,NaN,NaN,36,0,0,1282.89043740438,NaN,NaN,0.645384295669703,0.340179955912259
NaN,9,180,0,32,NaN,NaN,0,0,181,1,0,1600.23578209893,NaN,NaN,0.286190117414917,-0.285083180469086
NaN,9,181,0,NaN,NaN,NaN,NaN,NaN,148,0,1,2301.60604500384,1,427.379915535539,-0.222547259654776,0.0657699420557701
2,9,182,0,120,NaN,NaN,1,0,165,1,1,1926.45747822212,2,846.811568400199,0.718713966074663,-0.730219264860683
NaN,9,183,0,NaN,NaN,NaN,NaN,NaN,119,0,1,1776.87827709042,2,952.259738843395,-0.101905523537096,-1.26101648734079
3,9,184,0,62,NaN,NaN,0,0,203,1,1,2134.29410528715,3,1109.20335484798,-0.219554543825277,0.420221204785952
NaN,9,185,0,NaN,NaN,NaN,NaN,NaN,207,0,1,1672.74246660145,2,736.390480818955,-2.03842542696482,1.53865117672776
2,9,186,0,10,NaN,NaN,0,0,92,1,1,2363.67351717922,2,744.554315694586,0.0320644862779312,0.161538247800072
NaN,9,187,0,28,NaN,NaN,0,0,137,1,0,4429.19591888472,NaN,NaN,-1.06557047482657,0.27855004884358
NaN,9,188,0,NaN,NaN,NaN,NaN,NaN,185,0,0,1565.16135034167,NaN,NaN,-0.375689420092882,0.00124510052538535
NaN,9,189,0,43,NaN,NaN,0,0,39,1,0,1706.6681423097,NaN,NaN,0.590617354345215,-0.711339975555291
NaN,9,190,0,NaN,NaN,NaN,NaN,NaN,93,0,0,1831.6069913401,NaN,NaN,-0.618596651140112,0.607904724881742
NaN,9,191,0,NaN,NaN,NaN,NaN,NaN,217,0,0,1137.53570815607,NaN,NaN,-1.77336675168362,0.114270321638713
NaN,9,192,0,26,NaN,NaN,0,0,116,1,0,2339.91951329449,NaN,NaN,-0.133091216545709,0.0398905454734101
2,9,193,0,35,NaN,NaN,0,0,79,1,1,1504.66106465683,2,1145.04576899435,0.0989216594111228,0.874643508977771
NaN,9,194,0,NaN,NaN,NaN,NaN,NaN,162,0,1,1452.78134148907,2,787.350851782776,-0.0122696573527751,-0.129142622619864
NaN,9,195,0,NaN,NaN,NaN,NaN,NaN,11,0,0,2793.67205757569,NaN,NaN,-0.466693112411751,0.383431372233457
NaN,9,196,0,59,NaN,NaN,0,0,167,1,0,1697.71515918501,NaN,NaN,0.179219701065495,0.303499300902668
NaN,9,197,0,NaN,NaN,NaN,NaN,NaN,121,0,0,1661.80121483922,NaN,NaN,-0.0997985513467706,0.456546147243033
NaN,9,198,0,NaN,NaN,NaN,NaN,NaN,76,0,0,2324.78486888431,NaN,NaN,-0.00152002816367311,0.109066221719
NaN,9,199,0,NaN,NaN,NaN,NaN,NaN,166,0,0,1017.77115087361,NaN,NaN,-0.410557725124786,0.455612049279369
NaN,9,200,0,NaN,NaN,NaN,NaN,NaN,7,0,1,2452.55021597313,2,792.147012544547,-0.47554578363003,0.0924537790913044
NaN,9,201,0,NaN,NaN,NaN,NaN,NaN,15,0,0,4240.03740434387,NaN,NaN,-0.0241467165669028,0.236862768557099
3,9,202,0,111,NaN,NaN,0,0,101,1,1,2339.49831343625,3,1813.63183104918,-0.198108181502164,-0.444339112016748
4,9,203,0,22,NaN,NaN,1,1,114,1,1,1044.04922873596,4,589.415789701661,-0.180505280440777,0.918782793285998
NaN,9,204,0,12,NaN,NaN,0,0,222,1,0,1073.3702564894,NaN,NaN,-2.02939551150437,-0.592383272605326
NaN,9,205,0,NaN,NaN,NaN,NaN,NaN,205,0,0,1798.04904287766,NaN,NaN,-0.773388054415596,-0.946046493393887
NaN,9,206,0,NaN,NaN,NaN,NaN,NaN,232,0,0,1018.00958205649,NaN,NaN,1.47248578957546,-1.04387313811348
NaN,9,207,0,NaN,NaN,NaN,NaN,NaN,75,0,0,7024.78342532049,NaN,NaN,0.229562500163909,0.522433320864553
2,9,208,0,52,NaN,NaN,0,0,234,1,1,4863.14693715849,2,1356.41239091046,-0.0605247979392989,-0.498720256055061
NaN,9,209,0,NaN,NaN,NaN,NaN,NaN,68,0,1,2049.41351207867,2,1723.84238207292,-0.107714092109077,1.06518618259488
NaN,9,210,0,NaN,NaN,NaN,NaN,NaN,87,0,0,2794.5693127192,NaN,NaN,0.276085995532178,0.151668820720994
NaN,9,211,0,80,NaN,NaN,0,0,66,1,0,1635.60085138192,NaN,NaN,0.223991438481284,0.121201062939446
NaN,9,212,0,89,NaN,NaN,0,0,233,1,0,1121.76589564342,NaN,NaN,0.563668694501909,-0.507772793414022
NaN,9,213,0,NaN,NaN,NaN,NaN,NaN,125,0,1,1996.86939115304,2,596.577791251093,0.886090698237558,0.529421802734274
NaN,9,214,0,NaN,NaN,NaN,NaN,NaN,213,0,0,1067.38245320093,NaN,NaN,-0.940284470546347,0.0200021532463075
NaN,9,215,0,NaN,NaN,NaN,NaN,NaN,138,0,0,1417.31538823046,NaN,NaN,-0.669687350804325,-0.0717808643947614
NaN,9,216,0,63,NaN,NaN,0,0,115,1,0,1813.84010137572,NaN,NaN,0.907553036862806,-0.170383596399291
NaN,9,217,0,NaN,NaN,NaN,NaN,NaN,239,0,0,1697.44024046577,NaN,NaN,-0.0501150241680868,0.0419031688967513
NaN,9,219,0,NaN,NaN,NaN,NaN,NaN,170,0,1,2106.63381756899,1,997.483707777747,-0.222522990995866,1.69095622902578
NaN,9,220,0,19,NaN,NaN,0,0,149,1,0,2268.98470945071,NaN,NaN,-0.661858454453025,-0.539415294351246
3,9,221,0,20,NaN,NaN,1,0,29,1,1,1838.04464461866,3,737.798436780736,0.176122362140563,-1.41510169738288
NaN,9,222,0,NaN,NaN,NaN,NaN,NaN,77,0,1,2215.11635926777,2,1263.81707158635,-1.46890027370705,1.04649659015965
NaN,9,223,0,NaN,NaN,NaN,NaN,NaN,22,0,0,3617.68526137337,NaN,NaN,-0.163418015084242,0.829142525271375
4,9,224,0,7,NaN,NaN,1,1,110,1,1,1057.39834503424,4,537.370179499248,-0.155623625757113,0.391830423173034
3,9,225,0,103,NaN,NaN,0,0,89,1,1,2419.09161337503,3,494.772534433196,0.670673917563698,0.0460841770456847
2,9,226,0,93,NaN,NaN,0,0,65,1,1,1384.5753596479,2,393.352227980358,0.84334142180396,0.98736203609702
3,9,227,0,74,NaN,NaN,0,0,24,1,1,2528.11404796159,3,1157.79340034669,-0.137787880094865,-0.632977805352869
2,9,228,0,6,NaN,NaN,1,0,61,1,1,1428.71825963925,2,694.35967516597,0.259858366051816,0.303763218576326
2,9,229,0,16,NaN,NaN,0,0,189,1,1,2807.06255603832,2,1352.38035662428,-0.871506559899898,-0.00969196399870098
NaN,9,230,0,NaN,NaN,NaN,NaN,NaN,32,0,0,1544.35349992059,NaN,NaN,-0.323165913543885,-0.382455209281812
NaN,9,231,0,3,NaN,NaN,0,0,111,1,0,2018.30727700553,NaN,NaN,0.716047674419442,0.158504209854122
2,9,232,0,96,NaN,NaN,0,0,196,1,1,1976.43847129757,2,846.714368432913,-1.25816727472965,0.102647060777654
4,9,233,0,39,NaN,NaN,1,1,224,1,1,1209.62933031115,4,490.274068620238,-1.24037979210144,0.845793272457872
4,9,234,0,116,NaN,NaN,0,0,169,1,1,1839.25370955808,4,891.956622509724,-1.04448749739457,1.3308820448287
NaN,9,235,0,NaN,NaN,NaN,NaN,NaN,13,0,0,5493.50187743494,NaN,NaN,0.38879973153614,-0.036020002776156
NaN,9,236,0,NaN,NaN,NaN,NaN,NaN,53,0,1,1742.53460944396,2,1412.3418295087,-0.93844505827007,-0.453906824772337
2,9,237,0,99,NaN,NaN,0,0,144,1,1,1292.53587199696,2,1412.89519565908,-0.365996985078594,0.783340932695615
1,9,238,0,50,NaN,NaN,0,0,210,1,1,2181.61573292127,1,782.872713575671,0.822005263447399,1.16586540590375
3,9,239,0,65,NaN,NaN,0,0,69,1,1,1035.16897360828,3,1829.38967723521,0.0683654350069695,0.658395336297538
NaN,9,240,0,NaN,NaN,NaN,NaN,NaN,155,0,0,1697.42869195488,NaN,NaN,-0.0456614075094039,0.657913503116756
NaN,10,1,1,NaN,NaN,NaN,NaN,NaN,162,0,1,981.839912928535,4,377.184310821804,0.720629001615138,-1.04400702097695
NaN,10,2,1,NaN,NaN,NaN,NaN,NaN,47,0,1,3260.93902017709,3,2023.03939251959,1.15541106711312,-0.202442184985457
NaN,10,3,1,43,NaN,NaN,NaN,NaN,23,0,1,1667.08175070517,2,527.611268344799,0.292474657170123,-0.668489207609412
1,10,4,1,119,NaN,NaN,0,0,120,1,1,1096.95484212853,1,526.816385618758,-0.200819773412546,0.440309614211326
NaN,10,5,1,NaN,NaN,NaN,NaN,NaN,83,0,1,1264.85409026191,4,339.276027998721,-1.1806299946259,0.451850761723622
NaN,10,6,1,68,NaN,NaN,NaN,NaN,51,0,1,2336.72040625629,2,378.191279321754,-0.26088959580274,-0.249191667166734
NaN,10,7,1,72,NaN,NaN,NaN,NaN,78,0,0,1674.50931709686,NaN,NaN,0.210781908380935,-0.570767254430677
NaN,10,8,1,NaN,NaN,NaN,0,0,137,1,0,1127.39639147776,NaN,NaN,-0.0466681042286918,-0.918951318665827
NaN,10,9,1,NaN,NaN,NaN,NaN,NaN,218,0,1,664.804562460176,1,373.175947836671,1.930181403048,-0.178543707505276
2,10,10,1,NaN,NaN,NaN,0,0,50,1,1,1097.20633044856,2,476.824421055653,-0.537436685713989,-0.199914906346376
NaN,10,11,1,NaN,NaN,NaN,NaN,NaN,103,0,0,1732.11553963665,NaN,NaN,-0.53150573806947,0.135535664640072
NaN,10,12,1,57,NaN,NaN,0,0,202,1,0,882.768270514362,NaN,NaN,-0.188486759763705,-0.836694904354011
NaN,10,13,1,76,NaN,NaN,0,0,190,1,0,756.974390212918,NaN,NaN,1.30868013091461,-0.833332992188057
NaN,10,14,1,47,NaN,NaN,0,0,142,1,0,886.267294232539,NaN,NaN,0.413178795282427,-1.15112580368352
NaN,10,15,1,NaN,NaN,NaN,NaN,NaN,105,0,0,2587.62331027287,NaN,NaN,-0.692702645072054,-0.646220868350474
2,10,16,1,63,NaN,NaN,0,0,21,1,1,2362.55634028038,2,493.239487130609,-1.28515298422327,0.240287080930835
NaN,10,17,1,108,NaN,NaN,NaN,NaN,149,0,0,877.817106161046,NaN,NaN,-0.40696207779559,0.145123605448897
NaN,10,18,1,NaN,NaN,NaN,0,0,195,1,0,1016.84811356495,NaN,NaN,0.583419820063326,0.026848747234395
NaN,10,19,1,NaN,NaN,NaN,0,0,211,1,0,565.257530134431,NaN,NaN,-0.0920793027976156,0.140395521304721
3,10,20,1,NaN,NaN,NaN,0,0,20,1,1,1542.57077103381,3,692.712708917327,-0.398980362605779,-0.511425561079515
NaN,10,21,1,13,NaN,NaN,0,0,86,1,0,1594.88839342589,NaN,NaN,0.840377817439731,-1.76429546690491
NaN,10,22,1,NaN,NaN,NaN,NaN,NaN,157,0,0,1302.96996799621,NaN,NaN,0.559259001567206,0.0598689253686195
NaN,10,23,1,22,NaN,NaN,0,0,129,1,0,968.413516085775,NaN,NaN,-1.11610698607752,0.252152822320404
NaN,10,24,1,NaN,NaN,NaN,NaN,NaN,138,0,0,1007.70535833726,NaN,NaN,-0.433702101972866,-0.306318984510801
4,10,25,1,120,NaN,NaN,1,1,68,1,1,1071.49646136043,4,432.8069079736,0.324757777479144,0.00949986067667508
4,10,26,1,104,NaN,NaN,1,0,75,1,1,1185.0219458845,4,549.025627108904,-0.707326401523611,0.0642016815130104
3,10,27,1,107,NaN,NaN,0,0,53,1,1,3009.83306500427,3,639.809702894127,0.568871430833501,-0.819468230737755
NaN,10,28,1,NaN,NaN,NaN,0,0,133,1,0,1339.77579687962,NaN,NaN,2.39691446216533,-1.35101578379103
NaN,10,29,1,101,NaN,NaN,NaN,NaN,159,0,1,1058.15635323961,3,592.862864124754,0.0885647674317271,-0.234152101185637
NaN,10,30,1,NaN,NaN,NaN,NaN,NaN,110,0,0,748.439826126742,NaN,NaN,-0.0835529106572717,-0.118849068159207
NaN,10,31,1,NaN,NaN,NaN,0,0,167,1,0,454.553590589285,NaN,NaN,2.17968132727992,-0.485865605166922
3,10,32,1,NaN,NaN,NaN,0,0,72,1,1,2083.81040731808,3,799.093872185495,-0.865632945132396,-0.02893867169824
NaN,10,33,1,86,NaN,NaN,NaN,NaN,163,0,1,1468.80149455933,2,649.925371482595,-0.668186691573508,0.449869949364246
NaN,10,34,1,NaN,NaN,NaN,NaN,NaN,234,0,1,1167.51784556618,3,1196.30459726409,1.1174575308977,-0.80557168873706
NaN,10,35,1,117,NaN,NaN,0,0,145,1,0,1009.8430090577,NaN,NaN,1.27131972646983,-1.20610242215078
NaN,10,36,1,NaN,NaN,NaN,NaN,NaN,209,0,1,974.714517451957,2,383.990266375349,-0.783430324715781,0.929445837308499
NaN,10,37,1,NaN,NaN,NaN,NaN,NaN,214,0,1,686.811073569515,1,654.340852000132,1.6705156251737,-0.544779246031831
1,10,38,1,NaN,NaN,NaN,0,0,123,1,1,1028.30558782034,1,900.258577467866,-1.10245000610236,0.247642290035894
NaN,10,39,1,92,NaN,NaN,NaN,NaN,81,0,1,1124.97685551307,4,329.100374313384,-0.173789065260113,-0.0234252949666771
NaN,10,40,1,NaN,NaN,NaN,NaN,NaN,235,0,0,1461.26454357932,NaN,NaN,0.630159535063349,0.654490438643902
NaN,10,41,1,27,NaN,NaN,NaN,NaN,73,0,1,1156.19894650763,4,330.069438363125,-0.276821190741746,-0.668049558358236
NaN,10,42,1,NaN,NaN,NaN,0,0,36,1,0,998.072457506055,NaN,NaN,-1.21621529521855,-0.0323198767368695
2,10,43,1,7,NaN,NaN,0,0,49,1,1,3049.65867838393,2,476.629100941295,-0.512725892922797,-0.370228815725014
1,10,44,1,62,NaN,NaN,0,0,227,1,1,553.630686194083,1,294.658343173296,-0.152590276305211,0.0829357495303245
NaN,10,45,1,59,NaN,NaN,NaN,NaN,30,0,1,3013.468739264,1,1308.64738097694,1.65520320554097,-0.331427389491569
NaN,10,46,1,NaN,NaN,NaN,NaN,NaN,76,0,1,1869.01981464916,4,803.501333305121,-0.665163278122739,-0.185081675083642
NaN,10,47,1,NaN,NaN,NaN,NaN,NaN,114,0,0,1220.2306314698,NaN,NaN,-0.159306503765572,-0.62512476275466
NaN,10,48,1,4,NaN,NaN,0,0,205,1,0,534.133284318614,NaN,NaN,-0.157126051388176,0.882534584305667
NaN,10,49,1,NaN,NaN,NaN,NaN,NaN,181,0,0,1167.92202322358,NaN,NaN,0.544425610488629,1.73808732572428
NaN,10,50,1,96,NaN,NaN,NaN,NaN,229,0,1,890.705549840504,1,688.271566326193,0.671449706691059,-0.13627395497635
NaN,10,51,1,NaN,NaN,NaN,NaN,NaN,144,0,1,1215.33944026532,2,480.189681216189,0.135058373808273,0.70683726313904
NaN,10,52,1,NaN,NaN,NaN,NaN,NaN,240,0,1,504.94877048186,2,535.247659859579,0.0859604848037626,0.0360376088858114
NaN,10,53,1,116,NaN,NaN,NaN,NaN,12,0,1,2014.34413674548,4,850.179965887378,-1.38714098148086,0.937775809533861
NaN,10,54,1,NaN,NaN,NaN,0,0,172,1,0,433.764744866039,NaN,NaN,1.52917816567441,-0.0240531311642027
NaN,10,55,1,81,NaN,NaN,0,0,199,1,0,1163.30252922194,NaN,NaN,0.632977426925207,-0.260240004218923
NaN,10,56,1,NaN,NaN,NaN,NaN,NaN,223,0,1,524.789402590159,1,284.019809837673,-0.0167105450139702,0.940679342944233
2,10,57,1,36,NaN,NaN,0,0,1,1,1,1891.29192821935,2,881.305662006184,-0.810195295136587,2.26005470186585
NaN,10,58,1,NaN,NaN,NaN,NaN,NaN,161,0,1,1001.99458466091,3,326.486692129947,0.0648311352661606,1.53388560495382
NaN,10,59,1,NaN,NaN,NaN,NaN,NaN,126,0,0,1212.57788038338,NaN,NaN,-1.01121722191349,-0.438173576876635
NaN,10,60,1,NaN,NaN,NaN,NaN,NaN,118,0,1,2886.54091609123,2,482.388920913081,0.557306314173097,0.320519102038358
NaN,10,61,1,NaN,NaN,NaN,0,0,24,1,0,1241.74026068175,NaN,NaN,-0.76567793992858,0.0509496818568207
2,10,62,1,NaN,NaN,NaN,0,0,106,1,1,1343.21708093262,2,436.663596841072,-0.833966084579107,-0.718464117532351
NaN,10,63,1,58,NaN,NaN,0,0,186,1,0,644.057738382116,NaN,NaN,2.18021797413725,-0.0788335857303828
NaN,10,64,1,NaN,NaN,NaN,NaN,NaN,69,0,1,1170.90550714909,3,480.003310407483,-0.856077796788122,-0.504672900643661
2,10,65,1,NaN,NaN,NaN,0,0,96,1,1,2286.78072816774,2,1657.90916331684,-2.00234188839087,0.986131818789876
NaN,10,66,1,NaN,NaN,NaN,NaN,NaN,206,0,1,1189.01239831007,3,3199.00681360127,1.46606904723671,-0.143373818345855
NaN,10,67,1,NaN,NaN,NaN,0,0,168,1,0,399.529934969223,NaN,NaN,-0.163493194732925,0.188931444594096
NaN,10,68,1,39,NaN,NaN,NaN,NaN,216,0,1,1310.46276795655,1,490.12763994574,2.40061843826085,0.955897199175396
NaN,10,69,1,NaN,NaN,NaN,NaN,NaN,173,0,0,675.096603236852,NaN,NaN,1.8517080842186,0.224091894780597
2,10,70,1,NaN,NaN,NaN,0,0,40,1,1,1718.71063478028,2,1164.99269753621,-0.945414403581484,-0.096059255361251
NaN,10,71,1,6,NaN,NaN,NaN,NaN,19,0,1,1102.49015137737,2,1297.12093989912,0.0453017090847032,-0.837503715412869
NaN,10,72,1,37,NaN,NaN,NaN,NaN,57,0,1,1671.93027871258,2,1197.51071471762,0.806870447391141,0.195155806183378
2,10,73,1,NaN,NaN,NaN,0,0,5,1,1,1463.53948639285,2,440.021158379579,0.462746145411373,0.878857850906116
NaN,10,74,1,NaN,NaN,NaN,NaN,NaN,210,0,0,628.532504704935,NaN,NaN,0.932235840872643,-0.678419725198552
3,10,75,1,99,NaN,NaN,1,0,180,1,1,1337.87423723493,3,839.456785228776,0.717369575859848,-0.47871158406751
NaN,10,76,1,50,NaN,NaN,NaN,NaN,27,0,1,2221.48646919061,2,481.662042681819,-0.0982444192936152,-0.407034044735545
NaN,10,77,1,74,NaN,NaN,NaN,NaN,193,0,1,1246.1955174133,2,439.629811759005,0.564098473855982,0.203409433767795
NaN,10,78,1,11,NaN,NaN,NaN,NaN,14,0,1,1354.89909833097,3,688.420085576581,-0.68454943542838,0.864138506011297
NaN,10,79,1,80,NaN,NaN,0,0,8,1,0,1488.36176851461,NaN,NaN,-0.454430759250037,-0.0673638763985003
NaN,10,80,1,53,NaN,NaN,NaN,NaN,185,0,0,679.300426214922,NaN,NaN,0.699253729647485,0.554519864281704
NaN,10,81,1,NaN,NaN,NaN,0,0,56,1,0,3041.22932879875,NaN,NaN,2.09531381202594,-0.311401408914199
2,10,82,1,103,NaN,NaN,0,0,213,1,1,1159.89644520801,2,334.793184538285,0.144716956244271,-0.209392544533853
NaN,10,83,1,33,NaN,NaN,NaN,NaN,122,0,0,4896.37237721581,NaN,NaN,0.357290642849777,-0.550295668103404
NaN,10,84,1,NaN,NaN,NaN,0,0,34,1,0,1025.70249124204,NaN,NaN,-0.896246877489306,-0.2206444334917
NaN,10,85,1,73,NaN,NaN,0,0,33,1,0,1816.79846940091,NaN,NaN,1.08055897950856,-2.30598283752875
2,10,86,1,NaN,NaN,NaN,0,0,192,1,1,1496.39367673694,2,491.470728716195,-0.0321431910189964,1.2968044831427
NaN,10,87,1,NaN,NaN,NaN,NaN,NaN,131,0,1,1186.36824241412,2,633.344464257789,0.653469932351049,-0.759712531033916
NaN,10,88,1,NaN,NaN,NaN,NaN,NaN,177,0,0,1168.32844631222,NaN,NaN,0.473011609397785,-0.00159297063952801
NaN,10,89,1,NaN,NaN,NaN,NaN,NaN,238,0,1,670.74918178082,1,280.191670026625,2.29477463791185,-1.75428784616835
NaN,10,90,1,NaN,NaN,NaN,NaN,NaN,140,0,1,1152.7496430565,2,1712.5501332664,-0.597557761772302,0.31048361017324
NaN,10,91,1,NaN,NaN,NaN,0,0,84,1,0,1755.73555361575,NaN,NaN,-0.140015083908138,0.0169223875914089
NaN,10,92,1,NaN,NaN,NaN,0,0,119,1,0,877.047873560514,NaN,NaN,-1.56723373899584,0.439826132972343
NaN,10,93,1,40,NaN,NaN,NaN,NaN,224,0,1,553.479600736637,1,276.697778723019,0.851468542212654,-0.715274551518617
NaN,10,94,1,82,NaN,NaN,NaN,NaN,100,0,0,1957.27296843779,NaN,NaN,-1.55021319933019,0.588875634001763
NaN,10,95,1,66,NaN,NaN,NaN,NaN,43,0,1,1158.00812268782,2,999.369996096164,0.288616279978743,-0.277941001517891
NaN,10,96,1,NaN,NaN,NaN,NaN,NaN,15,0,0,1694.1218775271,NaN,NaN,-0.655871265805992,0.0698983933905873
NaN,10,97,1,70,NaN,NaN,0,0,231,1,0,1731.41400270288,NaN,NaN,-0.622224441112366,0.617908911926468
4,10,99,1,16,NaN,NaN,1,1,61,1,1,1417.41928716533,4,273.295950107695,-0.0402844770441177,-0.0993389994960469
NaN,10,100,1,NaN,NaN,NaN,0,0,179,1,0,1687.78462848195,NaN,NaN,1.29716671234418,-0.0747129403428519
2,10,101,1,NaN,NaN,NaN,0,0,44,1,1,1288.68645789925,2,843.92423144493,-0.159330877164757,-0.230328988307869
NaN,10,102,1,NaN,NaN,NaN,NaN,NaN,201,0,1,1266.08651134052,2,425.069504464545,0.151251466468352,-0.350616569935128
NaN,10,103,1,109,NaN,NaN,NaN,NaN,45,0,0,1092.67793680783,NaN,NaN,-0.967073801965602,0.23326404309682
4,10,104,1,2,NaN,NaN,1,1,66,1,1,1317.87353794346,4,376.491081641916,0.925506063622048,-1.18016273776581
NaN,10,105,1,112,NaN,NaN,NaN,NaN,71,0,1,947.326348758452,2,735.904544785285,-1.62050137792341,0.174934999202676
NaN,10,106,1,25,NaN,NaN,NaN,NaN,175,0,0,873.943404221563,NaN,NaN,0.00987167035715924,1.67282239635503
3,10,107,1,NaN,NaN,NaN,0,0,92,1,1,723.54665252692,3,534.771628396584,-0.644094409839948,-0.25139620487819
NaN,10,108,1,NaN,NaN,NaN,NaN,NaN,239,0,1,1198.88812651152,2,854.355864312993,0.453452150280738,0.386581248311231
NaN,10,109,1,NaN,NaN,NaN,0,0,165,1,0,1403.50082006353,NaN,NaN,-0.593861218071819,0.297566732769354
NaN,10,110,1,NaN,NaN,NaN,NaN,NaN,220,0,1,649.717829463498,1,393.621242551262,-0.180647407537528,0.39504983208559
NaN,10,111,1,55,NaN,NaN,0,0,176,1,0,1599.34189612568,NaN,NaN,1.32121651120351,-0.16533411467349
3,10,112,1,52,NaN,NaN,0,0,153,1,1,1204.066412163,3,394.410672086451,0.491394961919617,-0.492709637733526
3,10,113,1,113,NaN,NaN,0,0,31,1,1,1389.43190905616,3,944.477217050803,-1.10643400076497,1.09512801880534
2,10,114,1,35,NaN,NaN,0,0,207,1,1,2719.69084067518,2,443.48682140253,1.29524771222961,-0.565003159538913
4,10,115,1,18,NaN,NaN,1,1,79,1,1,1023.87438928281,4,329.773362190281,-0.827299101012674,-0.0409685783957774
4,10,116,1,41,NaN,NaN,0,0,63,1,1,2171.54550799842,4,381.61459992341,-0.0833107355012583,0.380714268853598
4,10,117,1,3,NaN,NaN,1,1,90,1,1,1522.53915952224,4,279.072745631993,-1.3502194166717,0.878611479277703
NaN,10,118,1,90,NaN,NaN,0,0,26,1,0,1502.80021338011,NaN,NaN,-0.864823321180213,0.593914703305492
NaN,10,119,1,98,NaN,NaN,0,0,102,1,0,1048.06634672491,NaN,NaN,0.0231161769522574,-0.921237776264989
2,10,120,1,31,NaN,NaN,0,0,54,1,1,1579.52756764291,2,748.337498608635,-0.193401484700762,0.446007941744528
3,10,121,0,NaN,NaN,NaN,0,0,132,1,1,1399.4073985682,3,799.478803287684,0.490782824257701,-1.60099705215161
2,10,122,0,NaN,NaN,NaN,0,0,60,1,1,1646.41800759023,2,901.374556888186,0.7632685758534,-0.814112417975321
1,10,123,0,NaN,NaN,NaN,0,0,232,1,1,676.636702988162,1,338.279056444208,-0.571186953215084,0.847768280536633
NaN,10,124,0,NaN,NaN,NaN,NaN,NaN,93,0,0,1803.78650309672,NaN,NaN,-0.826623865057628,-0.553798540648327
2,10,125,0,NaN,NaN,NaN,0,0,48,1,1,3041.2225925046,2,1456.99469532866,0.948408157098024,-0.532770542136335
NaN,10,126,0,60,NaN,NaN,0,0,117,1,0,1871.44038972997,NaN,NaN,0.287502626174337,-0.0510546267676326
NaN,10,127,0,NaN,NaN,NaN,NaN,NaN,152,0,1,1789.56962907887,3,2384.25313200469,-0.717806124331955,0.414058796201422
2,10,128,0,NaN,NaN,NaN,0,0,10,1,1,1107.63557968141,2,1099.39794321247,-0.710078985251708,-0.0879441852209173
NaN,10,129,0,93,NaN,NaN,0,0,171,1,0,313.61427529805,NaN,NaN,0.847608321980023,0.748715128408076
NaN,10,130,0,65,NaN,NaN,NaN,NaN,150,0,1,1683.86218055139,3,699.358636556553,-0.500630383628765,-0.228927755919205
NaN,10,131,0,28,NaN,NaN,NaN,NaN,147,0,0,912.790009498167,NaN,NaN,-0.772150399864175,0.0557832870275159
NaN,10,132,0,20,NaN,NaN,0,0,124,1,0,1204.69801994659,NaN,NaN,-0.651443928785845,-0.0421217848515019
NaN,10,133,0,42,NaN,NaN,NaN,NaN,135,0,1,1114.63440687407,2,1314.55318641156,0.437816588811298,-0.521751104815801
NaN,10,134,0,NaN,NaN,NaN,0,0,38,1,0,834.441892251562,NaN,NaN,-1.20735324822902,0.366974044882665
NaN,10,135,0,71,NaN,NaN,NaN,NaN,174,0,0,864.915486772588,NaN,NaN,1.92350551327868,-0.499796482679427
NaN,10,136,0,NaN,NaN,NaN,NaN,NaN,237,0,1,2442.58704495132,1,276.876839950091,2.01773924645221,1.19700600873451
NaN,10,137,0,24,NaN,NaN,NaN,NaN,197,0,0,913.689553909762,NaN,NaN,-0.0835742263074356,0.143900956380232
