Wortnummer,Emotionalität_des_Wortes,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left
211,0, , , , ,0,0,1,0,3,1635.600851, , , ,1.04977079081732,-.292623960137617,-.640797167493911,.625420321142189
212,0, , , , ,0,0,1,0,3,1121.765896, , , ,.495908701412247,.282812538369714,-.120602666009478,-.110708065450295
213,0, , , , ,0,0,0,1,2,1996.869391,2,596.5777913, ,.181399062356587,.669505029058071,-.562036174797914,-.152512611805527
214,0, , , , ,0,0,0,0,0,1067.382453, , ,0,.744941615164697,.564283317537861,.512565996116791,.556259016014024
215,0, , , , ,0,0,0,0,0,1417.315388, , ,0,-1.1497711130209,-.384444097493688,.284535309918759,-.325316203590593
216,0, , , , ,0,0,1,0,3,1813.840101, , , ,.516961249388878,-.838876145386235,.0373369192905529,-.796652896919084
217,0, , , , ,0,0,0,0,0,1697.44024, , ,0,1.20011988771884,.719003213542841,-.498391703867073,-.13612186085872
219,0, , , , ,0,0,0,1,2,2106.633818,1,997.4837078, ,.555896952485375,-.551329496765509,.593136472824347,1.38617488279522
220,0, , , , ,0,0,1,0,3,2268.984709, , , ,.376354234069761,-.836092604718756,-2.06431556793899,-.793936537290233
221,0, , , , ,1,0,1,1,1,1838.044645,3,737.7984368,3,-.201961535564938,.474415413832004,-.597793350102211,-1.26855232694217
222,0, , , , ,0,0,0,1,2,2215.116359,2,1263.817072, ,-.779428630712082,-1.23591832420248,1.1269929266271,.151870473508277
223,0, , , , ,0,0,0,0,0,3617.685261, , ,0,-.144008999033925,-.0975109398694415,.426148272604378,.474501032098103
224,0, , , , ,1,1,1,1,1,1057.398345,4,537.3701795,4,-.274551701640544,.240682589948872,.387681586518245,-.488669555096207
225,0, , , , ,0,0,1,1,1,2419.091613,3,494.7725344,3,.677805766539195,.518637192540236,.0904063162500822,.228840988560815
226,0, , , , ,0,0,1,1,1,1384.57536,2,393.352228,2,.67146629443718,.835683661035839,.834873376912671,.54391366893896
227,0, , , , ,0,0,1,1,1,2528.114048,3,1157.7934,3,-.45768079459121,-.047560322768835,-.950362452409237,.179663190533742
228,0, , , , ,1,0,1,1,1,1428.71826,2,694.3596752,2,-.112448646440151,.382792734655631,.459095879591644,.236536826849313
229,0, , , , ,0,0,1,1,1,2807.062556,2,1352.380357,2,-.690332201533,-.383215051147697,-.985051911219683,-.218848550210737
230,0, , , , ,0,0,0,0,0,1544.3535, , ,0,-.614655536245706,.0514851920551135,-.0150212359531519,-.597808512432432
231,0, , , , ,0,0,1,0,3,2018.307277, , , ,.915613377080001,.461544656311471,-.0851493822105431,-.0221560229513241
232,0, , , , ,0,0,1,1,1,1976.438471,2,846.7143684,2,1.17611663644475,-2.21487251855086,-.025519819639209,-.465385957501383
233,0, , , , ,1,1,1,1,1,1209.62933,4,490.2740686,4,-1.31604519491331,-1.00374419744173,.557875357635339,.354362368669351
234,0, , , , ,0,0,1,1,1,1839.25371,4,891.9566225,4,-1.11344930858098,-.842894252653326,1.19467983578109,.665584183053675
235,0, , , , ,0,0,0,0,0,5493.501877, , ,0,.123745437863789,.468593445663469,.00211657140397253,.188059862754501
236,0, , , , ,0,0,0,1,2,1742.534609,2,1412.34183, ,-.434380220588091,-1.1988011129991,-.433183735466962,.010448396018814
237,0, , , , ,0,0,1,1,1,1292.535872,2,1412.895196,2,-.688887015584152,-.0736468951758688,.14992841595717,.408657435146851
238,0, , , , ,0,0,1,1,1,2181.615733,1,782.8727136,1,.568767122133641,1.33592793947818,.685911697178383,.476948379155959
239,0, , , , ,0,0,1,1,1,1035.168974,3,1829.389677,3,1.30585060820739,-1.25412130480288,-1.00062522499059,2.29114136767198
240,0, , , , ,0,0,0,0,0,1697.428692, , ,0,-.0893309856788081,.0514420163427352,.0262150249804835,.364731267042543
